%battle ax
%19,30,2,141,133,125,120,112
31,46,1,142,133,115,97,61
34,43,1,142,130,112,94,58
39,40,1,142,130,106,91,55
44,37,1,130,109,94,82,49
27,61,1,145,139,127,112,76
31,52,1,145,136,121,103,67
34,43,1,133,115,103,91,58
39,40,1,127,106,91,82,52
32,43,1,133,118,103,88,46
38,40,1,133,118,97,82,43
43,37,1,127,106,91,79,40
37,37,5,124,106,88,76,37
30,40,1,130,112,97,82,49
35,37,1,127,106,94,82,43
38,31,1,124,106,88,76,37
50,31,1,121,106,85,76,34
%dagger
%3,40,1,0,0,150,149,145
4,50,1,0,0,149,146,140
4,60,1,150,149,145,140,130
6,65,1,149,146,140,133,120
7,55,1,150,148,144,140,130
7,60,1,150,148,142,135,125
10,65,1,150,147,139,132,120
10,70,1,148,143,134,124,110
6,70,1,148,145,136,127,115
8,80,1,147,143,133,122,110
12,75,1,147,141,129,119,105
12,80,1,144,136,122,109,95
8,60,3,144,137,123,109,95
8,65,3,143,133,118,104,90
13,70,3,142,132,118,102,85
16,75,3,140,133,115,98,80
10,85,2,143,135,125,117,105
13,90,5,140,131,121,112,100
16,80,7,133,121,108,97,85
18,90,7,135,125,115,106,95
%falchion
%14,30,1,147,143,137,132,121
16,40,1,146,141,134,127,116
18,50,1,145,139,129,120,106
20,55,1,141,129,119,110,96
21,45,1,143,133,124,117,106
21,50,1,143,132,122,113,101
24,55,1,143,132,118,109,96
24,60,1,139,124,110,99,87
22,60,2,143,134,119,104,92
24,70,2,140,128,113,98,86
28,65,2,140,125,107,92,82
28,70,2,136,118,99,83,71
24,54,4,140,129,113,98,5
24,59,4,137,120,103,89,80
29,64,4,135,118,103,87,75
32,69,4,132,112,100,84,71
26,79,3,134,120,108,102,95
29,84,6,131,115,105,97,90
32,74,8,122,103,91,82,75
34,84,8,124,105,97,91,85
%fireball
%10,25,1,0,0,89,69,41
13,21,1,0,0,81,61,37
17,17,1,0,0,73,53,25
18,13,1,0,0,69,45,21
14,25,1,0,0,85,65,37
14,21,1,0,0,81,61,33
18,17,1,0,0,69,45,25
19,13,1,0,0,65,41,21
14,21,1,0,0,77,57,33
17,17,1,0,0,69,49,29
22,13,1,0,85,61,41,21
23,9,1,0,81,57,37,17
20,21,1,0,89,69,49,29
20,17,1,0,85,65,45,25
25,13,1,0,81,61,41,21
26,9,1,0,77,53,41,21
22,17,1,0,0,69,49,25
24,13,1,0,89,65,45,21
26,5,1,0,77,53,37,13
28,5,1,0,73,49,33,13
%firebolt
%10,21,1,0,141,121,106,81
14,31,1,146,136,116,91,71
23,36,1,131,116,96,81,56
26,41,1,121,106,86,71,46
16,31,1,146,131,116,96,71
16,36,1,146,131,116,101,76
24,41,1,121,111,91,76,61
27,46,1,116,101,81,71,51
11,41,1,0,136,116,96,86
15,46,1,141,131,111,91,76
25,46,1,116,101,86,76,66
28,51,1,106,91,76,66,56
22,40,1,126,111,101,91,71
22,40,1,121,106,96,86,76
26,46,1,116,101,91,81,66
34,51,1,101,86,71,61,51
30,41,1,126,111,96,81,56
32,41,1,121,106,91,76,51
34,31,1,106,86,76,66,41
38,35,3,101,81,71,61,46
%flail
%21,30,2,141,133,124,120,112
23,40,2,141,132,122,117,107
25,50,2,139,129,116,109,97
27,55,2,137,120,106,99,87
28,45,2,137,124,111,106,97
28,50,2,137,123,109,102,92
31,55,2,136,121,104,97,92
31,60,2,133,115,98,89,77
29,60,3,135,121,104,94,84
31,70,3,132,115,98,87,79
35,65,3,132,113,93,82,74
35,66,3,129,108,87,76,67
34,55,5,135,121,102,88,77
34,60,5,132,112,92,80,72
39,65,5,130,111,92,79,67
42,65,5,128,106,91,78,66
36,80,4,129,111,96,92,87
39,82,7,127,108,95,89,83
42,70,9,119,97,82,75,71
44,80,9,121,100,88,84,81
%hand ax
%11,22,1,147,143,136,130,120
13,32,1,147,143,136,129,115
15,42,1,145,138,129,120,105
17,47,1,141,130,119,109,95
18,37,1,143,133,123,115,105
18,42,1,143,132,121,111,100
21,47,1,143,132,117,107,95
21,52,1,139,125,111,99,85
18,57,2,141,131,116,103,92
20,67,2,138,125,110,97,87
24,62,2,138,123,105,92,82
24,67,2,134,116,97,82,72
18,50,4,141,131,116,102,90
18,55,4,138,122,106,93,85
23,60,4,136,120,106,91,80
26,65,4,133,114,103,88,75
20,75,3,137,125,114,108,100
23,80,6,134,120,110,102,95
26,70,8,125,108,96,87,80
28,80,8,127,111,103,97,90
%heavy crossbow
%14,45,1,145,139,131,125,115
16,50,1,145,139,131,123,110
18,60,1,143,134,124,114,100
20,65,1,139,126,114,104,90
24,55,1,139,126,113,105,95
24,60,1,139,125,111,101,90
27,65,1,139,126,108,98,85
27,70,1,136,119,102,90,75
23,70,2,142,133,118,104,90
25,80,2,138,125,109,95,85
29,75,2,138,123,105,91,80
29,74,2,135,118,100,85,75
23,61,4,138,125,107,89,75
23,65,4,135,115,95,79,70
28,66,4,134,115,99,82,67
31,66,4,131,110,98,81,67
25,85,3,134,120,108,102,95
28,90,6,131,115,105,97,90
31,76,8,123,104,92,83,77
33,86,8,124,105,98,92,87
%horn
%18,88,1,148,145,139,130,106
20,79,1,145,139,130,118,97
23,67,1,145,139,127,118,94
26,59,1,139,130,121,112,94
22,73,1,0,142,133,124,100
22,73,1,0,139,130,121,100
24,67,1,145,139,124,112,91
27,64,1,136,124,112,109,85
20,82,1,145,139,130,118,97
23,76,1,145,136,127,115,91
25,67,1,139,127,118,109,88
30,61,1,136,121,109,100,79
22,70,1,139,130,121,112,88
25,73,1,139,130,118,106,85
30,61,1,136,124,112,100,76
33,55,1,130,121,106,97,70
29,67,1,136,124,118,112,85
31,58,1,136,124,115,106,79
34,52,1,127,115,109,94,67
35,49,1,124,109,106,91,61
%icebolt
%10,21,1,0,136,116,96,51
14,31,1,141,131,111,91,56
18,36,1,136,126,106,91,66
18,41,1,131,116,96,86,71
16,31,1,141,126,106,96,61
16,36,1,141,126,106,96,61
22,41,1,131,121,101,86,71
22,46,1,126,111,96,86,76
12,46,1,131,121,101,86,66
16,51,1,126,111,86,86,71
22,51,1,121,106,91,81,71
22,56,1,116,96,86,76,66
26,41,1,116,101,86,76,56
28,46,1,111,96,81,71,61
31,51,1,111,96,81,66,61
34,61,2,106,91,81,71,66
30,66,6,116,101,91,81,71
32,66,8,106,91,81,71,66
34,56,8,101,81,71,61,56
36,66,10,106,86,76,71,66
%javelin
%6,43,1,149,147,144,141,135
8,53,1,149,147,143,139,130
10,63,1,147,143,137,130,120
12,68,1,144,136,129,122,110
15,58,1,144,137,130,126,117
15,63,1,144,136,128,122,112
18,68,1,143,134,122,116,107
18,73,1,140,128,116,108,97
16,73,2,144,136,123,111,100
18,83,2,141,130,117,105,95
22,78,2,141,128,112,100,90
23,80,2,137,121,104,90,81
16,63,4,141,131,116,102,90
16,68,4,139,123,107,94,85
21,73,4,137,122,108,93,80
24,75,4,134,116,105,89,76
18,88,3,138,126,114,107,100
21,93,6,135,122,112,104,95
24,80,8,127,111,99,90,81
26,90,8,128,113,104,97,91
%lance
%25,60,2,138,127,116,112,105
27,70,2,138,127,115,110,100
29,80,2,136,122,108,101,90
31,81,2,133,116,101,94,82
32,75,2,134,118,104,99,90
32,80,2,133,116,101,95,85
35,81,2,134,117,98,91,82
35,79,2,132,114,97,89,80
36,81,4,132,116,98,90,82
38,84,4,132,115,98,91,85
42,79,4,131,113,94,87,80
42,76,4,130,111,92,84,77
40,71,6,130,112,92,81,72
40,71,6,129,107,87,78,72
45,71,6,128,107,89,80,72
48,71,6,127,105,89,80,72
42,89,5,129,111,96,93,90
45,89,8,128,110,97,93,90
48,76,10,121,100,85,81,77
50,86,10,123,104,93,91,87
%light crossbow
%10,48,1,150,148,144,138,125
12,58,1,149,146,141,133,120
14,68,1,147,142,135,125,110
16,73,1,144,134,126,116,100
21,60,1,144,135,126,118,105
21,65,1,144,134,124,114,100
24,70,1,144,134,119,109,95
24,75,1,140,126,112,100,87
19,75,2,144,136,122,108,95
21,85,2,141,129,115,101,90
25,80,2,141,127,110,96,85
25,79,2,138,122,105,90,80
20,65,4,140,129,113,98,85
20,70,4,138,121,103,89,80
25,75,4,136,120,105,89,75
28,74,4,134,116,105,89,75
18,90,3,137,125,114,107,100
21,95,6,134,121,112,104,95
24,81,8,127,111,100,91,82
26,91,8,128,113,105,98,92
%lightningbolt
%18,21,1,121,111,96,76,41
20,21,1,116,106,91,71,46
27,31,1,106,96,81,66,51
27,36,1,101,86,71,61,56
22,21,1,111,101,86,66,46
22,31,1,111,101,91,71,51
28,36,1,106,96,86,66,51
28,41,1,101,91,81,61,56
14,46,1,126,116,106,91,66
18,51,1,121,111,96,81,71
25,51,1,111,101,91,81,71
25,56,1,106,101,86,76,66
23,36,1,96,86,76,66,51
24,41,1,91,81,71,61,51
30,46,1,86,76,71,61,56
35,51,1,81,76,71,66,61
32,46,1,106,96,86,76,66
34,46,1,101,91,81,71,61
38,41,3,76,66,61,51,41
40,46,1,81,71,66,61,56
%longbow
%12,53,1,148,145,138,130,117
14,63,1,148,145,138,129,112
16,73,1,146,141,131,120,102
18,78,1,142,131,121,110,92
23,63,1,133,118,105,102,97
23,68,1,132,116,101,98,92
26,73,1,132,115,98,94,87
26,76,1,129,108,90,85,77
21,78,2,143,134,119,104,92
23,86,2,140,128,113,98,87
27,81,2,140,126,108,94,82
27,79,2,138,122,105,90,80
22,68,4,139,127,109,92,77
22,71,4,136,119,97,81,72
27,71,4,135,118,102,85,72
30,71,4,134,116,104,88,72
20,93,3,136,123,110,102,93
23,92,6,134,120,110,101,93
26,79,8,126,109,97,88,80
28,89,8,128,113,104,97,90
%longsword
%8,25,1,145,143,138,131,120
10,35,1,145,143,137,129,115
12,45,1,143,138,130,120,105
14,50,1,139,129,120,111,95
15,40,1,142,135,128,119,105
15,45,1,142,134,126,115,100
18,50,1,141,132,118,107,95
18,55,1,137,124,111,98,85
16,60,2,144,136,122,108,95
18,70,2,141,129,115,101,90
22,65,2,141,130,110,96,85
22,70,2,137,120,102,86,75
20,55,4,145,134,118,103,90
20,60,4,142,125,108,94,85
25,65,4,140,123,108,92,80
28,70,4,137,117,105,90,75
22,80,3,138,122,110,104,100
25,85,6,135,118,108,100,95
28,75,8,126,106,94,86,80
30,85,8,127,107,99,94,90
%mace
%12,20,1,146,141,135,130,120
14,30,1,146,141,134,127,115
16,40,1,144,136,127,118,105
18,45,1,140,128,117,108,95
19,35,1,142,132,123,116,105
19,40,1,142,131,121,112,100
22,45,1,142,131,116,107,95
22,50,1,128,123,109,98,86
14,60,2,144,136,122,108,95
16,70,2,142,131,117,103,90
20,65,2,142,129,112,98,85
20,70,2,137,121,103,87,75
15,55,4,143,135,120,105,90
15,60,4,141,128,112,98,85
20,68,4,139,126,111,95,80
23,70,4,137,122,110,93,75
15,83,3,140,130,118,110,100
18,88,6,137,126,115,106,95
21,78,8,129,114,101,90,80
23,88,8,131,118,108,100,90
%main gauche
%4,36,1,0,0,149,146,140
6,46,1,0,0,148,144,135
8,56,1,150,148,143,136,125
10,61,1,148,144,137,129,115
9,51,1,150,148,143,137,125
9,56,1,150,147,141,133,120
12,61,1,149,145,136,128,115
12,66,1,147,141,131,120,105
8,66,2,48,144,134,123,110
10,76,2,146,141,130,118,105
14,71,2,146,139,126,114,100
14,76,2,143,134,119,105,90
10,56,3,144,137,123,109,93
10,61,3,142,131,115,101,88
15,66,3,141,130,116,100,83
18,71,3,139,126,113,96,78
12,81,2,141,133,122,114,103
15,86,5,139,129,119,110,98
18,76,7,131,118,106,95,83
20,86,7,134,122,112,103,93
%mattock
%23,44,2,140,131,120,116,107
25,54,2,140,130,119,113,102
27,64,3,137,125,111,103,92
29,69,2,134,118,103,95,82
30,59,2,136,122,109,104,95
30,64,2,136,121,107,100,90
33,69,2,136,121,103,96,85
33,74,2,132,113,95,86,75
30,76,3,138,125,107,96,85
32,82,3,135,120,103,92,83
36,77,3,135,118,98,97,78
36,74,3,133,115,96,84,75
33,68,5,135,121,102,88,77
33,71,5,132,112,92,80,72
38,71,5,131,112,95,82,72
41,71,5,130,111,96,84,72
34,89,4,130,113,98,94,90
37,89,7,129,112,100,94,90
40,76,9,122,102,88,82,77
42,86,9,123,104,93,89,87
%morning star
%15,20,1,146,141,133,126,115
17,30,1,146,141,133,125,110
19,40,1,144,136,126,116,100
21,45,1,140,128,116,105,90
22,35,1,143,132,121,113,100
22,40,1,143,131,119,110,95
25,45,1,142,130,113,102,90
25,50,1,138,122,106,93,80
21,50,2,140,130,113,100,90
23,60,2,137,123,107,94,85
27,55,2,138,122,103,91,80
27,60,2,133,114,94,80,70
25,45,4,138,126,110,97,85
25,50,4,136,118,100,88,80
30,55,4,133,115,99,85,75
33,60,4,130,109,96,82,70
27,70,3,132,117,105,100,95
30,75,6,130,113,103,96,90
33,65,8,120,100,88,80,75
35,75,8,121,101,93,88,85
%pincher
%13,85,1,148,145,139,130,109
15,76,1,148,142,133,124,106
20,61,1,145,139,130,121,100
22,70,1,142,133,121,112,91
16,67,1,148,145,133,124,103
17,64,1,148,142,133,124,103
21,61,1,145,136,127,118,100
23,82,1,139,130,118,109,88
13,76,1,148,142,136,127,106
16,67,1,145,139,130,121,103
22,58,1,142,133,124,115,97
25,82,1,139,130,118,109,88
18,79,1,142,136,124,112,94
20,73,1,142,136,124,112,91
26,64,1,139,130,118,106,85
28,76,1,136,127,112,100,79
21,67,1,142,136,127,118,94
24,55,1,139,130,118,106,85
28,52,1,130,118,106,94,70
30,52,1,130,115,106,91,67
%pole arm
%16,41,1,148,145,140,135,125
18,51,1,148,143,137,131,120
20,61,1,146,140,132,124,110
22,66,1,142,132,122,113,100
25,56,2,144,136,128,121,110
25,61,2,144,135,126,117,105
28,66,2,144,134,120,111,100
28,71,2,140,127,114,103,90
26,71,3,140,129,115,104,95
28,81,3,137,123,108,97,90
32,76,3,138,123,106,95,85
32,77,3,134,116,98,86,78
30,61,5,137,124,107,95,85
30,66,5,134,116,98,87,80
35,71,5,132,114,98,86,75
38,72,5,130,110,96,84,73
32,86,4,132,116,103,99,95
35,89,7,129,112,100,94,90
38,77,9,122,102,89,83,78
40,87,9,124,105,95,91,88
%quarter staff
%11,18,1,0,0,149,146,140
13,20,1,0,0,148,144,135
15,30,1,150,149,144,137,125
17,35,1,148,144,137,129,116
18,25,1,150,148,142,135,122
18,30,1,150,147,140,131,117
21,35,1,149,145,135,126,112
21,40,1,147,141,130,118,102
20,40,2,148,144,133,121,107
22,50,2,146,141,129,116,102
26,45,2,146,139,125,112,97
26,50,2,143,134,118,103,87
28,30,4,145,139,126,113,97
28,35,4,143,133,118,105,92
33,40,4,142,132,118,103,87
36,45,4,140,129,116,100,82
30,54,3,144,138,128,121,110
33,60,6,141,133,124,115,105
36,50,8,135,124,112,102,90
38,60,8,137,128,119,111,100
%ram
%10,67,1,0,0,145,127,106
12,64,1,0,0,145,124,106
15,61,1,0,0,145,121,106
17,52,1,0,0,136,112,100
14,64,1,0,0,148,127,109
14,64,1,0,0,148,124,109
15,61,1,0,0,145,121,109
18,55,1,0,0,139,115,106
11,70,1,0,0,145,124,106
13,67,1,0,0,148,124,106
16,55,1,0,0,139,118,109
18,49,1,0,0,139,115,109
14,61,1,0,0,139,118,106
15,61,1,0,0,142,121,112
17,55,1,0,0,139,121,112
19,49,1,0,0,136,118,112
15,61,1,0,0,139,121,112
15,55,1,0,0,139,121,112
19,49,1,0,0,133,115,109
20,46,1,0,0,121,115,114
%rapier
%3,21,1,0,0,146,140,130
5,30,1,0,150,144,137,125
7,40,1,148,146,138,129,115
9,45,1,147,141,132,122,105
9,35,1,147,140,132,123,110
9,40,1,147,139,130,119,105
12,45,1,147,139,126,115,100
12,50,1,143,131,118,105,90
8,45,2,146,140,127,113,99
10,55,2,144,136,122,107,94
14,50,2,144,134,118,104,89
14,55,2,140,127,110,94,79
12,35,4,139,127,110,94,81
12,40,4,136,117,98,83,76
17,45,4,134,116,101,84,71
20,50,4,131,110,98,81,66
14,55,3,130,111,97,90,85
17,60,6,127,107,96,87,80
20,50,8,117,94,81,72,65
22,60,8,117,94,85,79,75
%scimitar
%7,30,1,150,148,143,136,125
7,40,1,150,148,142,134,120
8,50,1,148,143,135,126,110
13,55,1,144,134,125,115,100
11,50,1,147,140,133,125,115
11,55,1,147,139,131,121,110
14,60,1,147,139,127,118,105
14,65,1,143,132,121,110,95
16,70,2,144,136,123,110,100
18,80,2,142,131,118,105,95
22,75,2,142,129,113,100,90
22,80,2,138,122,105,90,80
20,60,4,141,131,116,102,90
20,65,4,138,122,106,93,85
25,70,4,136,120,106,91,80
28,75,4,133,114,103,88,75
22,85,3,135,121,110,105,100
25,90,6,132,117,108,101,95
28,80,8,123,104,93,85,80
30,90,8,124,105,99,94,90
%shockbolt
%10,21,1,0,0,0,121,61
10,31,1,0,0,0,116,66
14,36,1,0,0,0,116,71
14,46,1,0,0,0,111,76
12,31,1,0,0,0,116,66
12,36,1,0,0,0,116,71
14,46,1,0,0,0,111,76
14,51,1,0,0,0,106,81
6,66,1,0,0,0,0,96
8,71,1,0,0,0,141,96
10,71,1,0,0,0,131,91
11,76,1,0,0,0,126,86
10,51,1,0,0,0,136,91
10,56,1,0,0,0,141,91
11,61,1,0,0,0,136,86
12,71,1,0,0,0,126,81
12,66,1,0,0,0,131,91
12,61,1,0,0,0,126,81
14,51,1,0,0,0,111,66
14,61,1,0,0,0,106,71
%shortbow
%6,55,1,0,150,145,138,125
8,65,1,150,148,142,134,120
10,75,1,148,144,136,126,110
12,80,1,145,136,127,116,100
17,70,1,147,140,133,124,110
17,75,1,147,139,131,120,105
20,80,1,146,137,123,112,100
20,85,1,142,129,116,103,90
15,80,2,145,138,127,116,105
17,90,2,142,132,120,108,100
21,85,2,142,130,115,103,95
21,86,2,139,125,110,97,87
15,74,4,141,131,115,99,85
15,75,4,139,124,106,91,80
20,76,4,138,124,109,93,77
23,76,4,136,120,108,92,77
14,95,3,140,131,121,114,105
17,100,6,137,126,117,109,100
20,86,8,130,116,105,96,87
22,96,8,132,119,111,104,97
%short sword
%5,30,1,0,0,148,144,135
7,40,1,0,150,146,140,130
9,50,1,149,146,140,132,120
11,55,1,147,141,133,126,110
10,45,1,149,145,139,132,120
10,50,1,149,144,137,128,115
13,55,1,148,143,132,123,110
13,60,1,145,137,126,114,100
11,55,2,146,140,127,114,100
13,65,2,143,132,120,106,90
17,60,2,143,132,116,103,90
17,65,2,139,125,108,93,80
16,42,4,141,131,115,99,85
16,47,4,139,124,106,91,80
21,52,4,137,122,106,89,75
24,57,4,135,118,105,88,70
18,65,3,135,121,108,99,90
21,70,6,132,116,104,94,85
24,60,8,123,104,90,79,70
26,70,8,124,106,96,88,80
%sling
%10,53,1,148,145,140,135,125
12,63,1,147,143,137,131,120
14,73,1,146,140,132,124,110
16,78,1,142,132,122,113,100
17,63,1,144,136,129,124,115
17,68,1,144,135,127,120,110
20,73,1,144,135,123,116,105
20,78,1,140,126,115,106,95
18,73,2,143,135,123,111,100
20,83,2,140,129,116,104,95
24,78,2,140,127,111,99,90
24,80,2,136,120,103,89,81
18,63,4,143,135,123,111,100
18,68,4,141,129,115,104,95
23,73,4,140,128,116,103,90
26,78,4,137,122,112,98,85
20,88,3,140,130,120,114,107
23,93,6,137,126,118,110,102
26,83,8,129,114,103,94,87
28,93,8,131,118,110,103,97
%spear
%8,28,1,0,150,145,139,129
10,38,1,150,149,144,137,124
12,48,1,149,146,139,130,114
14,53,1,146,139,130,120,104
20,42,1,148,142,133,123,107
20,47,1,148,141,131,119,102
23,52,1,147,140,125,113,97
23,57,1,143,132,118,104,87
20,60,2,145,138,124,110,95
22,70,2,143,134,119,104,90
26,65,2,142,130,112,97,85
26,70,2,138,123,104,87,75
20,52,4,142,133,118,104,91
20,57,4,140,126,110,97,86
25,62,4,138,124,110,95,81
28,67,4,136,120,108,92,76
22,75,3,137,125,113,106,99
25,80,6,134,121,111,103,94
28,70,8,126,109,97,87,79
30,80,8,128,112,103,96,89
%stinger
%4,94,1,0,0,0,0,139
6,79,1,0,0,0,0,133
8,64,1,0,0,0,0,124
10,55,1,0,0,0,150,112
6,76,1,0,0,0,0,130
6,73,1,0,0,0,0,130
9,64,1,0,0,0,0,121
11,55,1,0,0,0,150,106
5,88,1,0,0,0,0,136
7,82,1,0,0,0,0,124
10,64,1,0,0,0,0,115
12,55,1,0,0,0,148,106
7,61,1,0,0,0,0,118
7,61,1,0,0,0,0,115
11,61,1,0,0,0,148,109
12,52,1,0,0,0,148,103
10,52,1,0,0,0,148,112
11,49,1,0,0,0,145,103
12,43,1,0,0,0,142,91
12,40,1,0,0,0,139,88
%strike
%10,79,1,145,139,133,127,103
13,67,1,142,133,124,115,94
15,55,1,142,133,124,115,88
18,52,1,139,127,115,103,82
16,55,1,139,127,115,103,82
17,49,1,139,127,115,103,79
20,49,1,139,127,115,103,76
22,46,1,139,127,115,103,70
13,70,1,142,133,124,115,97
15,61,1,142,133,124,115,88
17,52,1,139,127,115,103,79
19,49,1,139,127,115,103,73
17,52,1,136,121,106,91,67
19,49,1,136,121,106,91,64
22,46,1,133,121,97,79,49
24,43,1,136,126,106,91,58
20,49,1,139,127,115,103,70
22,46,1,136,121,106,91,64
24,40,1,136,121,106,91,58
25,40,1,136,121,106,91,55
%sweeps
%4,49,1,136,131,106,91,55
6,52,1,136,131,106,91,58
8,28,1,136,121,106,91,61
9,28,1,136,121,106,91,64
8,55,1,136,121,106,91,64
8,58,1,136,121,106,91,64
9,64,1,139,127,115,103,70
10,67,1,139,127,115,103,73
5,61,1,136,121,106,91,67
7,64,1,139,127,115,103,70
10,70,1,139,127,115,103,76
11,73,1,139,127,115,103,79
10,61,1,136,121,106,91,67
10,67,1,139,127,115,103,73
11,73,1,139,127,115,103,79
12,76,1,139,127,115,103,82
9,88,1,142,133,124,115,94
10,91,1,142,133,124,115,97
12,88,1,142,133,124,115,91
12,94,1,142,133,124,115,100
%tebuje
%7,55,1,0,0,148,142,136
8,65,1,0,0,146,140,132
9,73,1,0,149,144,139,126
10,79,1,0,145,138,129,121
10,72,1,0,143,137,130,126
12,75,1,149,141,134,127,119
15,81,1,148,138,131,121,110
18,85,2,146,136,125,115,105
13,82,1,145,136,128,122,115
15,84,2,143,133,125,119,109
18,87,3,142,132,124,117,106
20,90,3,141,131,122,114,101
18,92,4,140,129,119,113,109
22,95,4,139,127,117,112,106
27,93,6,137,125,115,110,93
32,91,7,136,124,113,108,91
